pus	مګر ما ته دا ویل شوې وه چې په دیوال باندېپه رسم نه جوړوم.
pus	یوه ورځ هوایې ځواکونو له هغېڅخه مرسته وغوښتله چې یو نقش جوړ کړي!
pus	دوبی د آم د خوړلو موسم دی - ژیړ ، شین او سره.د سپینې سپین رنګه لاچی د سپینې رنګه پوښانو سره ،  زرغون ، پټي اوبه لرونکی ژېړ هندوا نې ،  اوبه لرونکی توتان چې په خوله کې ویلی کیګی ، اوهو!
pus	هغوی ټوټې ټوټې او څنډې ته کړل ، ترڅو د جادف د ونو سیوري کې ځان سوړ کړي.
pus	فیو!
zlm	Shivi sedang bersandar di batang pokok apabila tiba-tiba dia melompat ketakutan.
zlm	Haatibhai Si Anak Gajah yang Montel
zlm	Ayah saya sedang         membetulkan rambut saya.
zlm	"""Buatkan kuman lenyap dengan rahsia magik kita!"""
zlm	katanya.
hdy	Iyummaa Iyumi Amaa hurbaata saramoola.
hdy	Qaanana'ima ittomo?
hdy	Igaggina qannanaa'ommo!
hdy	Iyannii Iyani Annii kamme'e axxisammoolla.
hdy	Iyum landichcho insello'ookko.
kur	Bawgim qîjan, “Ewe müşege s,ha pişt serid!” Daygim îş ta çewî keft e müşege heyway e jîr textege!
kur	لەبەرەوە وا دەڵێن چونکە پشیلەکان خۆیان پاک ڕادەگرن لەڕێی لێستنەوەی لەشی خۆیان، سەرەڕای ئەوەی حەزیشیان لە ئاو نییە.
kur	دش!
kur	"""Ev kerek e!"
kur	ھەندێکی دیکەیان مەلە دەکەن.
kok	म्हाकां भायर पावसांत खेळपाक खूब आवडटा
kok	तागेल्या आवयक सादारण पणान आयकुपाकयेनाशिल्लें पूण ती पियानो वाजोवपाक शिकिल्ली.
kok	भेटीक लायिल्ले लेबल वाचून, ताणें व्हडल्यान म्हणलें.
kok	"परतपाचवें!"""
kok	"""म्हणटकच आज्जेचो जल्म१९४२ त जाल्लो जाल्यार​...""""मुत्तजीचें चवथें १९४२ - २ = १९४० तजल्माक अयिल्लें, तिसऱें १९४० - २ = १९३८ त​, दुसरें१९३८ - २ = १९३६ त आनी पयलें भुरगें १९३६ - २ = १९३४त​""""म्हणटकच मुत्तज्जीचें लग्न १९३२ वर्सा जालें""पुट्टी किंळचलें."
lke	Baiiruka wamu buli lunaku.
lke	Awo waizire ekyenyanza ekyyokusaatu, ekinene ekimu kyebabaire baboineku.
lke	Basalirewo okuirukira mu Morocco nga babita Senegal ne Mauritania.
lke	Babeere bakagwa ino abazanyire awamu olunaku oluwanvu lwonalwona.
lke	"Yakobera ati, ""Twala eitala ku lusozi lye Kilimanjaro."
kau	Amma, gadegadero burwunza falfalro, kǝrǝnjin sǝ sandiro guljiwo.
kau	Barga kǝnde feronjayero kani duwajane malyera.
kau	Ker!
kau	Kuwui boldǝa kuruwuro bakciyi,  dangaɍi tiye maa kojǝnaro kuruwuro bakciyi.
kau	"Adǝro wande wuga shiruwusǝmi diya."""
pnz	Ka rú ru too ɓay a ní  kuriri, kú zi kála yá.
pnz	Ŋgɛ́rɛ mambá hí̧ hɛ̧sâ̧nyri̧ ɓay a kú koro ka tûl ɓil.
pnz	"Gelka Pɔl  kaw nzáʼa lâʼa ka ndárá ndɔ̂ʼɛ ɓay a mbí kpêe, Anansi vbá nzáʼa: "" Pɔl, ndɔ̂ʼɔ ná ɓá  ɗaʼam!"
pnz	Maguru hí̧  bɔʼɔ hí̧ ɓá njukuri mbɛ́ŋ.
pnz	Gelka mi ɗí si̧ŋ ka nzáʼa Amerik, kú sá hí̧ mí ɓá, mi tí réka̧ nzáʼaŋgboro a  mǐ nya.
sjp	टप-टप टिप-टिप नलडात  से पानी निकली छे
sjp	"सोब लाय लोक हाँसते हुय वार पीती इशारा कोर छे,गप्पू कोर छे,गप्पू ग़लत जे कोर छिल।लेकिन कोमल मेडम जान छे कि की कोरवा होबे।वा छोवा ला से कोहले,""गप्पू मेंडी कोरो ""।"
sjp	अगर मी गिरे जउ ते वाँ मोक उठवार तने दौड़े-दौड़े ओच्छे l
sjp	"फेर तीसरा रा मांछ ओल । आजतक वा अतानडा बोड़ो मांछ नी देखे।मुनिया हांसते हुए बोले, ""इरा तो अप्पार पा खान से भी बोड़ो""।"
sjp	सब कोई अपना-अपना खेलोत लागे छील|
alx	Gilondu kajango
alx	"Gwok uwachu, ""Abedu kude ikare mebedu wroth."""
alx	"Kan afoyo ocidhu ka sayu mac man ewacu ire,  ""Cidhi,  iwang rau kan ewok kud ipii kacamu lum."
alx	"Upegu uwak, ""Kare mebedu wroth, anenu bang podhu pare."""
alx	UR UGLY
kxv	Shanti and Arun were good friends.
kxv	ఎంబఅఁ కాలొవి ఆహిఁ ఇయ్య బల్లయఁ డొఇక హోడ్డచె.
kxv	“Didn’t we leave when it was super hot?
kxv	శాంతి కళ్ళు ఎగిరిపోయాయి.
kxv	But she is not allowedto use it.
lkb	Ekhabire ano,  alia nende buli abundu,  senyolirekho abundu wosi tawe.
lkb	Balangwangwa bari Nanzekho, Situma, Shimuli nende Esita.
lkb	Yifula ikhuwetsanga amaatsi.
lkb	Endonye tsikhwi.
lkb	Ekhabire khumuseretsa.
bkm	"Ka wa n-kàsi ìbàm."""
bkm	Sɨ̀ a fɨ ntɨ̀mlɨ̀ fɨ̀lvɨ̀ tèyn, bò Abula ɨ chìmi moŋ.
bkm	Kɨ teyn ta àŋena zɨ a jvâ, Kweku Twum ɨ chà' a jvâ ɨ sàs ɨ̀ mu.
bkm	Izɨyn ì yemi nɨn ghɨ Duma.
bkm	"""Timiti,"" wu kfà'tɨ̀."
njd	जोजो ह जैरा ल बताईसओला तो दाई ह बुलाए हे ।
njd	जोजो अउ जैरा दुनो उदास होगें
njd	पार्टी के बाद जाय के बेरा आईस ।मां अउ जैरा के दिल भर आईस ।
njd	जैरा के जन्मदिन रहिसजोजो ल वोला बुलाना रहीसपर दाई नइ मानिस ।
njd	जोजो ह जैरा लपीठ म घुमाईस ।
jen	Filimiyan yidi bi a kulɨ fa manɨ.
jen	"Sani he e nyha-binghu de kwasa ni, bi ywah tsile yan, ""E fi mi bakan chuwi pi kan."""
